CustomerID,InvoiceDate,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
15457.00,2011-03-22 15:31:00,261,1,237.07,1,1,1,3,Lost Customers
15458.00,2011-11-14 13:08:00,24,1,161.64,4,1,1,6,At Risk
15460.00,2010-12-20 16:08:00,353,1,216.76,1,1,1,3,Lost Customers
15462.00,2011-09-06 13:11:00,93,3,234.60,2,3,1,6,At Risk
15463.00,2011-11-10 12:57:00,28,1,126.14,4,1,1,6,At Risk
15464.00,2011-01-05 15:56:00,337,1,1048.85,1,1,4,6,At Risk
15465.00,2011-11-20 10:11:00,19,18,7354.62,4,5,5,14,Champions
15466.00,2011-09-15 14:08:00,84,1,334.53,2,1,2,5,At Risk
15467.00,2011-11-30 14:17:00,8,3,524.88,5,3,3,11,Loyal Customers
15468.00,2011-10-19 13:49:00,50,2,467.51,3,3,2,8,Potential Loyalists
15469.00,2011-10-20 16:21:00,49,2,538.55,3,3,3,9,Potential Loyalists
15471.00,2011-12-07 14:12:00,1,1,469.48,5,1,2,8,Potential Loyalists
15472.00,2011-08-18 15:17:00,112,1,371.56,2,1,2,5,At Risk
15473.00,2011-11-25 15:15:00,13,7,1771.20,4,5,4,13,Champions
15475.00,2011-09-23 15:20:00,76,1,454.11,2,1,2,5,At Risk
15478.00,2011-10-30 14:19:00,39,2,1441.42,3,3,4,10,Loyal Customers
15480.00,2011-08-15 14:32:00,115,1,905.50,2,1,3,6,At Risk
15482.00,2011-11-24 10:46:00,15,12,11054.96,4,5,5,14,Champions
15483.00,2011-07-01 13:07:00,160,4,233.81,2,4,1,7,Potential Loyalists
15484.00,2011-12-08 15:03:00,0,4,3594.31,5,4,5,14,Champions
15485.00,2011-11-09 14:31:00,29,3,2575.00,4,3,5,12,Loyal Customers
15488.00,2011-09-08 10:11:00,92,1,91.32,2,1,1,4,Lost Customers
15489.00,2011-11-17 08:53:00,22,3,1134.28,4,3,4,11,Loyal Customers
15491.00,2011-09-05 15:56:00,94,6,3100.09,2,5,5,12,Loyal Customers
15492.00,2011-11-11 14:53:00,27,2,659.46,4,3,3,10,Loyal Customers
15493.00,2011-11-07 12:04:00,32,5,2001.80,4,4,4,12,Loyal Customers
15494.00,2011-11-18 14:51:00,20,2,1299.23,4,3,4,11,Loyal Customers
15497.00,2011-11-22 11:51:00,17,2,1262.20,4,3,4,11,Loyal Customers
15498.00,2011-12-07 12:48:00,2,27,13316.40,5,5,5,15,Champions
15500.00,2011-12-01 13:47:00,7,4,1131.56,5,4,4,13,Champions
15502.00,2011-11-24 12:48:00,15,12,10384.93,4,5,5,14,Champions
15503.00,2010-12-12 10:57:00,362,1,147.09,1,1,1,3,Lost Customers
15504.00,2011-09-19 13:45:00,80,1,52.83,2,1,1,4,Lost Customers
15505.00,2011-10-18 07:56:00,52,5,3610.96,3,4,5,12,Loyal Customers
15506.00,2011-11-17 12:11:00,22,3,979.26,4,3,4,11,Loyal Customers
15507.00,2011-06-21 11:19:00,171,1,492.36,2,1,3,6,At Risk
15508.00,2011-06-03 15:43:00,188,6,1000.27,1,5,4,10,Loyal Customers
15510.00,2011-01-13 12:10:00,330,1,250.00,1,1,1,3,Lost Customers
15511.00,2011-11-28 09:43:00,11,5,909.23,5,4,3,12,Loyal Customers
15512.00,2011-07-07 10:20:00,155,2,121.00,2,3,1,6,At Risk
15513.00,2011-11-06 14:36:00,32,19,14758.22,4,5,5,14,Champions
15514.00,2011-11-27 14:40:00,11,11,4139.46,5,5,5,15,Champions
15516.00,2011-10-26 10:51:00,44,3,62.43,3,3,1,7,Potential Loyalists
15517.00,2011-04-20 14:02:00,232,1,267.03,1,1,2,4,Lost Customers
15518.00,2011-10-06 13:05:00,63,8,1942.45,3,5,4,12,Loyal Customers
15520.00,2011-12-08 10:58:00,1,1,343.50,5,1,2,8,Potential Loyalists
15521.00,2011-10-30 13:42:00,39,8,3000.20,3,5,5,13,Champions
15522.00,2011-11-07 11:26:00,32,2,398.84,4,3,2,9,Potential Loyalists
15523.00,2011-09-16 16:29:00,83,1,412.01,2,1,2,5,At Risk
15524.00,2011-11-15 12:09:00,24,1,440.00,4,1,2,7,Potential Loyalists
15525.00,2011-12-07 14:43:00,1,3,825.92,5,3,3,11,Loyal Customers
15526.00,2011-11-06 15:04:00,32,2,148.44,4,3,1,8,Potential Loyalists
15527.00,2011-11-21 12:17:00,18,8,2429.78,4,5,5,14,Champions
15528.00,2011-03-30 16:14:00,253,1,229.33,1,1,1,3,Lost Customers
15529.00,2011-11-17 11:29:00,22,11,3995.23,4,5,5,14,Champions
15530.00,2011-11-18 12:25:00,21,4,1502.35,4,4,4,12,Loyal Customers
15531.00,2011-12-01 18:43:00,7,2,2007.44,5,3,4,12,Loyal Customers
15532.00,2011-11-14 14:51:00,24,4,1580.93,4,4,4,12,Loyal Customers
15533.00,2011-11-20 15:35:00,18,3,807.57,4,3,3,10,Loyal Customers
15535.00,2011-06-19 16:02:00,172,4,536.40,2,4,3,9,Potential Loyalists
15537.00,2011-06-29 13:10:00,162,1,110.92,2,1,1,4,Lost Customers
15539.00,2011-12-02 13:36:00,6,1,538.46,5,1,3,9,Potential Loyalists
15540.00,2011-11-28 13:51:00,10,1,213.30,5,1,1,7,Potential Loyalists
15541.00,2011-08-17 14:58:00,113,1,85.13,2,1,1,4,Lost Customers
15543.00,2011-02-24 15:26:00,287,1,127.86,1,1,1,3,Lost Customers
15544.00,2011-11-30 16:43:00,8,9,3546.71,5,5,5,15,Champions
15545.00,2011-10-16 13:24:00,53,2,292.72,3,3,2,8,Potential Loyalists
15547.00,2011-12-02 12:52:00,6,14,4954.84,5,5,5,15,Champions
15549.00,2011-09-23 16:22:00,76,3,1693.26,2,3,4,9,Potential Loyalists
15550.00,2011-12-05 15:38:00,3,4,575.63,5,4,3,12,Loyal Customers
15551.00,2011-11-03 12:37:00,36,1,436.06,3,1,2,6,At Risk
15552.00,2011-05-06 14:47:00,216,1,90.12,1,1,1,3,Lost Customers
15553.00,2011-10-10 14:02:00,59,1,437.23,3,1,2,6,At Risk
15554.00,2011-03-07 09:00:00,277,1,217.20,1,1,1,3,Lost Customers
15555.00,2011-11-27 16:19:00,11,16,4805.17,5,5,5,15,Champions
15556.00,2011-11-15 16:08:00,23,1,279.77,4,1,2,7,Potential Loyalists
15557.00,2011-11-11 12:46:00,28,1,473.65,4,1,2,7,Potential Loyalists
15561.00,2011-11-28 11:07:00,11,4,800.59,5,4,3,12,Loyal Customers
15562.00,2010-12-23 09:55:00,351,1,134.55,1,1,1,3,Lost Customers
15563.00,2011-11-17 14:50:00,21,4,1400.44,4,4,4,12,Loyal Customers
15565.00,2011-10-20 14:33:00,49,2,173.16,3,3,1,7,Potential Loyalists
15567.00,2011-11-21 10:48:00,18,1,186.01,4,1,1,6,At Risk
15568.00,2011-12-07 11:27:00,2,3,758.29,5,3,3,11,Loyal Customers
15569.00,2011-08-28 10:15:00,103,5,1375.71,2,4,4,10,Loyal Customers
15570.00,2011-12-02 14:47:00,6,12,4165.52,5,5,5,15,Champions
15571.00,2011-11-28 10:02:00,11,4,650.43,5,4,3,12,Loyal Customers
15572.00,2011-12-05 10:09:00,4,7,2552.86,5,5,5,15,Champions
15573.00,2011-11-08 11:38:00,31,2,607.45,4,3,3,10,Loyal Customers
15574.00,2011-06-15 12:01:00,177,4,702.25,2,4,3,9,Potential Loyalists
15576.00,2011-11-02 12:03:00,37,1,940.67,3,1,3,7,Potential Loyalists
15577.00,2011-07-11 17:03:00,150,3,258.88,2,3,2,7,Potential Loyalists
15578.00,2011-06-30 13:03:00,161,1,127.10,2,1,1,4,Lost Customers
15579.00,2011-10-02 12:45:00,68,2,348.60,3,3,2,8,Potential Loyalists
15581.00,2011-08-11 09:38:00,120,13,3679.97,2,5,5,12,Loyal Customers
15582.00,2011-11-15 09:55:00,24,3,682.91,4,3,3,10,Loyal Customers
15584.00,2011-11-16 10:55:00,23,4,725.11,4,4,3,11,Loyal Customers
15585.00,2011-06-16 08:38:00,176,1,455.30,2,1,2,5,At Risk
15587.00,2011-10-20 13:37:00,49,4,913.68,3,4,3,10,Loyal Customers
15589.00,2011-03-29 09:54:00,255,3,478.53,1,3,2,6,At Risk
15592.00,2011-10-24 08:59:00,46,1,388.58,3,1,2,6,At Risk
15593.00,2011-09-30 11:46:00,70,1,199.80,3,1,1,5,At Risk
15594.00,2011-11-24 08:53:00,15,5,1771.78,4,4,4,12,Loyal Customers
15596.00,2011-08-31 10:55:00,100,5,1406.59,2,4,4,10,Loyal Customers
15597.00,2011-11-04 13:26:00,34,1,324.57,3,1,2,6,At Risk
15598.00,2011-10-17 16:04:00,52,1,240.68,3,1,1,5,At Risk
15599.00,2011-11-13 11:44:00,26,2,761.74,4,3,3,10,Loyal Customers
15601.00,2011-11-28 15:15:00,10,14,6776.56,5,5,5,15,Champions
15602.00,2011-12-01 14:14:00,7,9,1297.87,5,5,4,14,Champions
15603.00,2011-09-22 10:04:00,78,1,48.48,2,1,1,4,Lost Customers
15604.00,2011-10-18 14:47:00,51,1,216.39,3,1,1,5,At Risk
15605.00,2011-11-03 14:17:00,35,5,1198.23,3,4,4,11,Loyal Customers
15606.00,2011-10-09 15:47:00,60,9,2920.16,3,5,5,13,Champions
15607.00,2011-01-07 12:44:00,336,1,104.76,1,1,1,3,Lost Customers
15608.00,2011-11-11 13:20:00,27,4,1093.68,4,4,4,12,Loyal Customers
15609.00,2011-06-08 13:00:00,183,1,298.48,1,1,2,4,Lost Customers
15610.00,2011-10-19 10:36:00,51,1,112.46,3,1,1,5,At Risk
15611.00,2011-11-30 12:36:00,9,13,1591.45,5,5,4,14,Champions
15612.00,2011-11-03 14:52:00,35,2,195.15,3,3,1,7,Potential Loyalists
15615.00,2011-11-29 14:42:00,9,23,10399.74,5,5,5,15,Champions
15618.00,2011-11-07 08:34:00,32,4,776.85,4,4,3,11,Loyal Customers
15619.00,2011-11-29 08:14:00,10,1,336.40,5,1,2,8,Potential Loyalists
15620.00,2011-10-14 12:41:00,56,3,1553.18,3,3,4,10,Loyal Customers
15621.00,2011-12-05 14:01:00,3,4,1293.03,5,4,4,13,Champions
15622.00,2011-10-27 16:44:00,42,9,3709.56,3,5,5,13,Champions
15623.00,2011-07-21 17:26:00,140,1,301.03,2,1,2,5,At Risk
15624.00,2011-08-15 11:38:00,116,4,588.13,2,4,3,9,Potential Loyalists
15625.00,2011-08-28 10:21:00,103,4,1534.26,2,4,4,10,Loyal Customers
15626.00,2011-09-26 10:03:00,74,2,675.80,2,3,3,8,Potential Loyalists
15628.00,2011-12-05 10:24:00,4,9,2870.24,5,5,5,15,Champions
15630.00,2011-10-25 15:36:00,44,2,1186.35,3,3,4,10,Loyal Customers
15632.00,2011-11-24 09:51:00,15,8,3285.31,4,5,5,14,Champions
15634.00,2011-11-22 16:28:00,16,1,243.55,4,1,1,6,At Risk
15636.00,2011-09-11 11:17:00,89,2,724.76,2,3,3,8,Potential Loyalists
15637.00,2011-10-18 08:28:00,52,1,223.36,3,1,1,5,At Risk
15639.00,2011-07-28 14:30:00,133,1,425.32,2,1,2,5,At Risk
15640.00,2011-12-05 14:35:00,3,15,12515.66,5,5,5,15,Champions
15641.00,2011-08-26 14:04:00,104,4,1887.20,2,4,4,10,Loyal Customers
15643.00,2011-06-01 07:38:00,191,3,664.00,1,3,3,7,Potential Loyalists
15644.00,2011-06-26 14:54:00,165,4,813.00,2,4,3,9,Potential Loyalists
15645.00,2011-11-21 11:55:00,18,1,612.01,4,1,3,8,Potential Loyalists
15646.00,2011-07-05 09:53:00,157,3,447.64,2,3,2,7,Potential Loyalists
15648.00,2011-05-19 15:53:00,203,2,657.35,1,3,3,7,Potential Loyalists
15649.00,2011-01-07 13:34:00,335,2,816.00,1,3,3,7,Potential Loyalists
15651.00,2011-11-03 08:41:00,36,3,646.30,3,3,3,9,Potential Loyalists
15652.00,2011-09-09 14:22:00,90,1,337.74,2,1,2,5,At Risk
15653.00,2011-09-08 10:49:00,92,2,877.44,2,3,3,8,Potential Loyalists
15654.00,2011-11-30 13:08:00,8,2,922.53,5,3,3,11,Loyal Customers
15655.00,2011-04-10 15:25:00,242,1,560.67,1,1,3,5,At Risk
15656.00,2011-10-25 14:56:00,44,4,748.50,3,4,3,10,Loyal Customers
15657.00,2011-11-17 12:19:00,22,1,30.00,4,1,1,6,At Risk
15658.00,2011-06-02 15:22:00,189,5,1024.10,1,4,4,9,Potential Loyalists
15659.00,2011-10-27 09:23:00,43,1,306.45,3,1,2,6,At Risk
15660.00,2011-11-14 16:58:00,24,9,1600.86,4,5,4,13,Champions
15661.00,2011-01-26 13:56:00,316,2,309.80,1,3,2,6,At Risk
15663.00,2011-08-25 15:50:00,105,1,138.14,2,1,1,4,Lost Customers
15664.00,2011-10-20 10:57:00,50,1,386.43,3,1,2,6,At Risk
15665.00,2011-06-24 14:57:00,167,2,2242.01,2,3,5,10,Loyal Customers
15667.00,2011-10-31 10:56:00,39,1,301.32,3,1,2,6,At Risk
15668.00,2011-05-06 10:39:00,217,1,76.32,1,1,1,3,Lost Customers
15669.00,2011-10-30 16:03:00,39,4,684.34,3,4,3,10,Loyal Customers
15670.00,2011-02-16 10:50:00,296,1,173.05,1,1,1,3,Lost Customers
15671.00,2011-11-21 12:43:00,18,7,2657.13,4,5,5,14,Champions
15673.00,2011-09-12 16:12:00,87,4,2881.02,2,4,5,11,Loyal Customers
15674.00,2011-09-27 15:17:00,72,5,2446.60,2,4,5,11,Loyal Customers
15675.00,2011-09-19 13:48:00,80,3,323.69,2,3,2,7,Potential Loyalists
15676.00,2011-11-21 12:40:00,18,3,3435.76,4,3,5,12,Loyal Customers
15677.00,2011-10-21 15:36:00,48,1,657.23,3,1,3,7,Potential Loyalists
15678.00,2011-10-18 09:25:00,52,1,352.70,3,1,2,6,At Risk
15679.00,2011-11-15 16:19:00,23,4,781.28,4,4,3,11,Loyal Customers
15680.00,2011-11-30 13:46:00,8,3,1333.68,5,3,4,12,Loyal Customers
15681.00,2011-11-14 16:30:00,24,5,1426.16,4,4,4,12,Loyal Customers
15683.00,2011-08-14 12:56:00,116,1,193.75,2,1,1,4,Lost Customers
15687.00,2011-12-01 08:33:00,8,9,2993.10,5,5,5,15,Champions
15689.00,2011-08-12 09:37:00,119,2,254.10,2,3,2,7,Potential Loyalists
15690.00,2011-12-05 15:59:00,3,2,239.76,5,3,1,9,Potential Loyalists
15691.00,2011-04-01 15:13:00,251,1,136.80,1,1,1,3,Lost Customers
15692.00,2011-11-11 14:12:00,27,1,191.04,4,1,1,6,At Risk
15694.00,2011-12-09 09:44:00,0,14,6479.40,5,5,5,15,Champions
15695.00,2011-03-18 08:32:00,266,2,409.98,1,3,2,6,At Risk
15696.00,2011-11-06 14:02:00,32,8,2736.46,4,5,5,14,Champions
15699.00,2011-11-22 08:26:00,17,1,309.65,4,1,2,7,Potential Loyalists
15700.00,2011-06-20 16:53:00,171,2,696.68,2,3,3,8,Potential Loyalists
15701.00,2011-12-07 14:39:00,1,4,1542.14,5,4,4,13,Champions
15703.00,2011-03-20 10:51:00,264,1,211.50,1,1,1,3,Lost Customers
15704.00,2011-07-22 13:35:00,139,4,2293.62,2,4,5,11,Loyal Customers
15705.00,2011-05-22 15:37:00,200,1,143.10,1,1,1,3,Lost Customers
15706.00,2011-10-07 10:09:00,63,4,1060.56,3,4,4,11,Loyal Customers
15707.00,2011-11-04 14:35:00,34,4,945.58,3,4,4,11,Loyal Customers
15708.00,2011-10-30 10:54:00,40,7,3364.24,3,5,5,13,Champions
15709.00,2011-03-01 10:38:00,283,1,133.25,1,1,1,3,Lost Customers
15712.00,2011-11-30 14:09:00,8,5,1072.36,5,4,4,13,Champions
15713.00,2011-07-19 13:34:00,142,2,356.70,2,3,2,7,Potential Loyalists
15714.00,2011-11-28 11:26:00,11,2,330.88,5,3,2,10,Loyal Customers
15716.00,2011-07-17 11:59:00,145,4,1118.81,2,4,4,10,Loyal Customers
15717.00,2011-04-19 13:21:00,233,1,150.30,1,1,1,3,Lost Customers
15719.00,2011-11-07 12:29:00,32,13,5045.61,4,5,5,14,Champions
15720.00,2011-11-15 14:48:00,23,1,598.73,4,1,3,8,Potential Loyalists
15721.00,2011-11-28 12:14:00,11,1,507.08,5,1,3,9,Potential Loyalists
15722.00,2011-11-04 11:43:00,35,5,2222.56,3,4,5,12,Loyal Customers
15723.00,2010-12-10 11:12:00,364,1,203.10,1,1,1,3,Lost Customers
15724.00,2011-05-22 14:40:00,200,2,218.25,1,3,1,5,At Risk
15725.00,2011-11-24 14:51:00,14,1,415.25,4,1,2,7,Potential Loyalists
15727.00,2011-11-23 12:36:00,16,7,5178.96,4,5,5,14,Champions
15729.00,2011-05-11 12:36:00,212,1,85.00,1,1,1,3,Lost Customers
15730.00,2011-10-05 12:31:00,65,3,1120.88,3,3,4,10,Loyal Customers
15732.00,2011-05-11 14:24:00,211,2,294.12,1,3,2,6,At Risk
15733.00,2011-03-02 09:05:00,282,1,162.30,1,1,1,3,Lost Customers
15734.00,2011-08-17 10:50:00,114,2,1339.45,2,3,4,9,Potential Loyalists
15737.00,2011-11-25 11:21:00,14,8,1205.12,4,5,4,13,Champions
15738.00,2011-11-21 08:26:00,18,16,4812.42,4,5,5,14,Champions
15739.00,2011-10-04 13:42:00,65,1,449.12,3,1,2,6,At Risk
15740.00,2011-10-21 14:29:00,48,1,154.88,3,1,1,5,At Risk
15743.00,2011-11-23 17:19:00,15,4,784.46,4,4,3,11,Loyal Customers
15744.00,2011-09-23 09:52:00,77,1,34.80,2,1,1,4,Lost Customers
15745.00,2011-11-20 13:45:00,18,4,1094.59,4,4,4,12,Loyal Customers
15746.00,2011-07-28 15:21:00,133,1,196.88,2,1,1,4,Lost Customers
15747.00,2011-11-27 12:26:00,12,3,974.04,5,3,4,12,Loyal Customers
15748.00,2011-10-30 12:51:00,39,1,149.31,3,1,1,5,At Risk
15749.00,2011-04-18 13:20:00,234,3,44534.30,1,3,5,9,Potential Loyalists
15750.00,2011-12-07 12:34:00,2,8,2465.48,5,5,5,15,Champions
15752.00,2011-10-31 11:37:00,39,7,2637.38,3,5,5,13,Champions
15753.00,2011-02-08 12:41:00,304,1,79.20,1,2,1,4,Lost Customers
15754.00,2011-10-19 14:40:00,50,3,458.57,3,3,2,8,Potential Loyalists
15755.00,2011-11-29 14:57:00,9,6,2364.25,5,5,5,15,Champions
15756.00,2011-10-09 13:30:00,60,4,532.96,3,4,3,10,Loyal Customers
15757.00,2011-10-05 12:14:00,65,2,714.42,3,3,3,9,Potential Loyalists
15758.00,2011-11-15 10:48:00,24,1,205.25,4,2,1,7,Potential Loyalists
15759.00,2011-05-05 15:13:00,217,3,253.04,1,4,2,7,Potential Loyalists
15762.00,2011-10-05 16:15:00,64,2,583.75,3,3,3,9,Potential Loyalists
15763.00,2011-11-08 09:44:00,31,2,1086.92,4,3,4,11,Loyal Customers
15764.00,2011-09-12 17:58:00,87,6,3279.97,2,5,5,12,Loyal Customers
15766.00,2011-10-06 17:03:00,63,1,315.06,3,2,2,7,Potential Loyalists
15768.00,2011-08-16 10:48:00,115,3,621.83,2,4,3,9,Potential Loyalists
15769.00,2011-12-02 13:52:00,6,26,56252.72,5,5,5,15,Champions
15773.00,2011-12-04 12:48:00,5,1,635.68,5,2,3,10,Loyal Customers
15774.00,2011-10-02 12:04:00,68,1,270.80,3,2,2,7,Potential Loyalists
15775.00,2011-04-08 12:56:00,244,1,104.90,1,2,1,4,Lost Customers
15776.00,2011-07-29 13:46:00,132,1,241.62,2,2,1,5,At Risk
15777.00,2011-04-12 16:43:00,240,4,1047.11,1,4,4,9,Potential Loyalists
15780.00,2011-06-09 12:01:00,183,3,475.28,1,4,2,7,Potential Loyalists
15781.00,2011-11-14 14:57:00,24,3,345.46,4,4,2,10,Loyal Customers
15782.00,2011-11-30 10:49:00,9,3,2614.74,5,4,5,14,Champions
15783.00,2011-11-29 09:50:00,10,1,246.30,5,2,1,8,Potential Loyalists
15785.00,2011-11-07 11:33:00,32,5,2328.97,4,4,5,13,Champions
15786.00,2011-10-24 14:13:00,45,3,4932.20,3,4,5,12,Loyal Customers
15787.00,2011-11-13 14:55:00,25,3,948.05,4,4,4,12,Loyal Customers
15789.00,2010-12-16 14:35:00,357,1,351.30,1,2,2,5,At Risk
15790.00,2011-11-29 14:53:00,9,1,220.85,5,2,1,8,Potential Loyalists
15791.00,2011-10-27 10:14:00,43,2,1612.69,3,3,4,10,Loyal Customers
15793.00,2011-11-25 09:31:00,14,3,965.61,4,4,4,12,Loyal Customers
15795.00,2011-07-13 10:43:00,149,1,610.01,2,2,3,7,Potential Loyalists
15796.00,2011-12-08 19:55:00,0,8,2711.56,5,5,5,15,Champions
15797.00,2011-08-18 17:04:00,112,4,2207.40,2,4,5,11,Loyal Customers
15799.00,2011-09-25 12:46:00,75,3,884.14,2,4,3,9,Potential Loyalists
15800.00,2011-08-24 14:23:00,106,2,699.08,2,3,3,8,Potential Loyalists
15801.00,2011-10-24 13:52:00,45,3,1063.95,3,4,4,11,Loyal Customers
15802.00,2011-07-20 11:38:00,142,1,451.42,2,2,2,6,At Risk
15803.00,2011-10-19 14:56:00,50,1,415.82,3,2,2,7,Potential Loyalists
15804.00,2011-12-09 12:31:00,0,13,4206.39,5,5,5,15,Champions
15805.00,2011-11-16 16:32:00,22,17,5528.48,4,5,5,14,Champions
15806.00,2011-10-24 14:35:00,45,3,784.58,3,4,3,10,Loyal Customers
15807.00,2011-10-20 14:10:00,49,3,903.90,3,4,3,10,Loyal Customers
15808.00,2011-02-06 14:33:00,305,4,3734.97,1,4,5,10,Loyal Customers
15809.00,2011-11-03 16:40:00,35,5,515.77,3,4,3,10,Loyal Customers
15810.00,2011-09-22 09:38:00,78,4,1391.98,2,4,4,10,Loyal Customers
15811.00,2011-11-17 15:31:00,21,6,2218.62,4,5,5,14,Champions
15812.00,2011-08-24 14:19:00,106,5,1801.14,2,4,4,10,Loyal Customers
15813.00,2011-05-16 08:13:00,207,2,1303.91,1,3,4,8,Potential Loyalists
15814.00,2011-11-23 08:17:00,16,4,1945.33,4,4,4,12,Loyal Customers
15815.00,2011-10-07 12:42:00,63,5,2100.60,3,4,5,12,Loyal Customers
15819.00,2011-10-21 14:50:00,48,4,1905.45,3,4,4,11,Loyal Customers
15820.00,2011-01-24 12:00:00,319,1,206.98,1,2,1,4,Lost Customers
15821.00,2011-10-26 15:48:00,43,2,570.96,3,3,3,9,Potential Loyalists
15822.00,2011-12-06 14:50:00,2,2,885.47,5,3,3,11,Loyal Customers
15823.00,2010-12-02 15:08:00,371,1,15.00,1,2,1,4,Lost Customers
15825.00,2011-06-20 13:27:00,171,1,532.94,2,2,3,7,Potential Loyalists
15826.00,2011-10-14 16:05:00,55,3,1654.31,3,4,4,11,Loyal Customers
15827.00,2011-09-27 15:35:00,72,14,1836.09,2,5,4,11,Loyal Customers
15829.00,2011-09-01 16:45:00,98,2,636.14,2,3,3,8,Potential Loyalists
15830.00,2011-11-02 10:40:00,37,1,576.00,3,2,3,8,Potential Loyalists
15831.00,2011-10-12 13:14:00,57,3,801.76,3,4,3,10,Loyal Customers
15832.00,2011-03-30 15:29:00,253,1,836.79,1,2,3,6,At Risk
15834.00,2011-09-30 14:41:00,69,4,2233.75,3,4,5,12,Loyal Customers
15835.00,2011-10-26 15:47:00,43,4,954.09,3,4,4,11,Loyal Customers
15836.00,2011-10-20 17:13:00,49,1,137.37,3,2,1,6,At Risk
15837.00,2011-10-06 09:01:00,64,1,391.98,3,2,2,7,Potential Loyalists
15838.00,2011-11-28 14:00:00,10,19,33643.08,5,5,5,15,Champions
15839.00,2011-11-06 13:54:00,32,3,1048.49,4,4,4,12,Loyal Customers
15840.00,2011-10-12 09:08:00,58,2,355.56,3,3,2,8,Potential Loyalists
15841.00,2011-09-28 12:15:00,72,4,1224.06,2,4,4,10,Loyal Customers
15843.00,2011-02-09 10:19:00,303,1,118.95,1,2,1,4,Lost Customers
15844.00,2011-10-24 15:19:00,45,1,130.74,3,2,1,6,At Risk
15845.00,2011-11-22 09:42:00,17,8,3711.77,4,5,5,14,Champions
15847.00,2011-11-01 14:41:00,37,2,389.27,3,3,2,8,Potential Loyalists
15850.00,2011-11-20 14:14:00,18,2,238.85,4,3,1,8,Potential Loyalists
15852.00,2011-06-06 11:22:00,186,2,160.71,1,3,1,5,At Risk
15853.00,2011-10-19 10:38:00,51,1,110.80,3,2,1,6,At Risk
15854.00,2011-12-05 13:39:00,3,12,2974.65,5,5,5,15,Champions
15855.00,2011-07-26 10:20:00,136,5,712.24,2,4,3,9,Potential Loyalists
15856.00,2011-12-05 17:09:00,3,27,16387.57,5,5,5,15,Champions
15857.00,2011-11-21 12:18:00,18,1,297.00,4,2,2,8,Potential Loyalists
15858.00,2011-11-24 12:48:00,15,5,1438.85,4,4,4,12,Loyal Customers
15860.00,2011-10-30 11:25:00,40,8,977.21,3,5,4,12,Loyal Customers
15861.00,2011-11-27 15:59:00,11,8,3165.36,5,5,5,15,Champions
15862.00,2011-12-01 13:28:00,7,4,832.88,5,4,3,12,Loyal Customers
15863.00,2011-11-14 12:49:00,25,2,68.84,4,3,1,8,Potential Loyalists
15864.00,2011-11-17 13:32:00,21,6,1936.32,4,5,4,13,Champions
15865.00,2011-10-30 12:43:00,40,3,895.13,3,4,3,10,Loyal Customers
15866.00,2011-08-30 14:09:00,100,1,230.53,2,2,1,5,At Risk
15867.00,2011-12-04 13:32:00,4,15,3812.64,5,5,5,15,Champions
15869.00,2011-03-07 17:23:00,276,2,149.64,1,3,1,5,At Risk
15870.00,2011-11-07 10:58:00,32,1,354.09,4,2,2,8,Potential Loyalists
15872.00,2011-11-25 11:55:00,14,2,360.93,4,3,2,9,Potential Loyalists
15874.00,2011-10-07 12:31:00,63,7,4405.88,3,5,5,13,Champions
15877.00,2011-12-08 11:53:00,1,2,493.28,5,3,3,11,Loyal Customers
15880.00,2010-12-05 13:00:00,368,1,343.28,1,2,2,5,At Risk
15881.00,2011-01-31 16:59:00,311,5,501.39,1,4,3,8,Potential Loyalists
15882.00,2011-05-25 11:35:00,198,4,516.36,1,4,3,8,Potential Loyalists
15883.00,2011-12-07 17:05:00,1,2,396.48,5,3,2,10,Loyal Customers
15885.00,2011-09-08 10:43:00,92,3,379.35,2,4,2,8,Potential Loyalists
15886.00,2011-10-10 14:25:00,59,1,181.09,3,2,1,6,At Risk
15888.00,2011-09-20 12:30:00,80,1,168.31,2,2,1,5,At Risk
15889.00,2011-07-06 11:10:00,156,2,446.87,2,3,2,7,Potential Loyalists
15891.00,2011-04-27 12:35:00,226,1,524.52,1,2,3,6,At Risk
15894.00,2011-03-31 13:50:00,252,2,263.55,1,3,2,6,At Risk
15895.00,2011-07-13 10:27:00,149,1,179.17,2,2,1,5,At Risk
15897.00,2011-05-29 13:50:00,193,2,222.05,1,3,1,5,At Risk
15898.00,2011-12-08 15:23:00,0,5,1388.88,5,4,4,13,Champions
15899.00,2010-12-06 10:36:00,368,1,56.25,1,2,1,4,Lost Customers
15900.00,2011-11-16 12:19:00,23,1,351.11,4,2,2,8,Potential Loyalists
15901.00,2011-11-23 12:43:00,16,3,363.88,4,4,2,10,Loyal Customers
15903.00,2011-11-30 08:08:00,9,7,5126.76,5,5,5,15,Champions
15904.00,2011-12-01 14:50:00,7,1,164.68,5,2,1,8,Potential Loyalists
15906.00,2011-11-20 12:24:00,19,7,1567.69,4,5,4,13,Champions
15907.00,2011-12-06 12:21:00,3,3,967.45,5,4,4,13,Champions
15909.00,2011-06-19 10:38:00,173,1,191.94,2,2,1,5,At Risk
15910.00,2011-12-09 10:51:00,0,8,1232.18,5,5,4,14,Champions
15912.00,2011-06-14 14:29:00,177,2,264.62,2,3,2,7,Potential Loyalists
